iter,t_s,metal_active_gb,metal_peak_gb,rss_gb,phys_footprint_gb,swap_gb,body_dt_s
23,0.0206,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
24,0.0209,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
25,0.0211,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
26,0.0214,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
27,0.0217,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
28,0.0219,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
29,0.0221,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
30,0.0224,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
31,0.0226,0.017303568,0.067635296,0.330268672,0.428163984,1.061486592,0.0002
32,0.0229,0.017303568,0.067635296,0.330268672,0.428180368,1.061486592,0.0002
33,0.0232,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
34,0.0234,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
35,0.0236,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0001
36,0.0239,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0001
37,0.0241,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0001
38,0.0243,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
39,0.0246,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
40,0.0248,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
41,0.0251,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
42,0.0253,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
43,0.0256,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
44,0.0258,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
45,0.0261,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
46,0.0263,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
47,0.0265,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
48,0.0268,0.017303568,0.067635296,0.330285056,0.428180368,1.061486592,0.0002
49,0.027,0.017303568,0.067635296,0.330285056,0.428196752,1.061486592,0.0002
50,0.0273,0.017303568,0.067635296,0.33030144,0.428196752,1.061486592,0.0002
51,0.0276,0.017303568,0.067635296,0.33030144,0.428196752,1.061486592,0.0002
52,0.0278,0.017303568,0.067635296,0.33030144,0.428196752,1.061486592,0.0002
53,0.0281,0.017303568,0.067635296,0.33030144,0.428213136,1.061486592,0.0002
54,0.0283,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
55,0.0286,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
56,0.0288,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
57,0.029,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
58,0.0293,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
59,0.1358,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
60,0.1374,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0009
61,0.1381,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
62,0.1386,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
63,0.1393,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
64,0.1399,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
65,0.1404,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
66,0.1409,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
67,0.1414,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
68,0.1419,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
69,0.1424,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
70,0.1429,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
71,0.1433,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
72,0.1437,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
73,0.1441,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
74,0.1445,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
75,0.1449,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
76,0.1453,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
77,0.1458,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
78,0.1462,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
79,0.1467,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
80,0.1471,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
81,0.1476,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
82,0.1481,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
83,0.1485,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
84,0.1491,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
85,0.1495,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
86,0.1498,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
87,0.15,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
88,0.1503,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
89,0.1506,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
90,0.1509,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
91,0.1512,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
92,0.1514,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
93,0.1517,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
94,0.1519,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
95,0.1522,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
96,0.1525,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
97,0.1527,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
98,0.153,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
99,0.1532,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
100,0.1535,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
101,0.1538,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
102,0.154,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
103,0.1542,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
104,0.1545,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
105,0.1548,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
106,0.155,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
107,0.1553,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
108,0.1556,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
109,0.1558,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
110,0.156,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
111,0.1563,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0001
112,0.1565,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
113,0.1568,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
114,0.157,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
115,0.1573,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
116,0.1575,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
117,0.1578,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
118,0.158,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
119,0.2338,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
120,0.2354,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.001
121,0.2362,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0006
122,0.2368,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0006
123,0.2374,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
124,0.238,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0006
125,0.2385,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
126,0.2392,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0006
127,0.2397,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
128,0.2402,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
129,0.2407,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
130,0.2412,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
131,0.2417,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
132,0.2422,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
133,0.2427,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
134,0.2433,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
135,0.2438,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
136,0.2443,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
137,0.2448,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
138,0.2454,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0006
139,0.246,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
140,0.2464,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
141,0.2468,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
142,0.2476,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
143,0.2482,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
144,0.2489,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0005
145,0.2492,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
146,0.2497,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0004
147,0.2504,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0006
148,0.2511,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0006
149,0.2514,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
150,0.2516,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
151,0.2519,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
152,0.2521,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
153,0.2524,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
154,0.2527,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
155,0.2529,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
156,0.2532,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
157,0.2535,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
158,0.2538,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
159,0.2541,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
160,0.2544,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
161,0.2548,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
162,0.2552,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
163,0.2556,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
164,0.2559,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0003
165,0.2562,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
166,0.2565,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
167,0.2569,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
168,0.2571,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
169,0.2575,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
170,0.2578,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
171,0.2581,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
172,0.2583,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
173,0.2586,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
174,0.2589,0.017303568,0.067635296,0.330317824,0.428213136,1.061486592,0.0002
175,0.2591,0.017303568,0.067635296,0.330317824,0.41143592,1.061486592,0.0002
176,0.2594,0.017303568,0.067635296,0.330317824,0.394658704,1.061486592,0.0002
177,0.2597,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
178,0.2599,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
179,0.337,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
180,0.3386,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.001
181,0.3394,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0006
182,0.3401,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0006
183,0.3407,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0005
184,0.3412,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
185,0.3418,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0005
186,0.3425,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0005
187,0.3429,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
188,0.3433,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
189,0.3437,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0003
190,0.3442,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
191,0.3448,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0005
192,0.3452,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
193,0.3457,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
194,0.3461,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
195,0.3466,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
196,0.3471,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
197,0.3476,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
198,0.348,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
199,0.3485,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
200,0.349,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
201,0.3494,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0003
202,0.3498,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
203,0.3503,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
204,0.3508,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0005
205,0.3513,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
206,0.3517,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0003
207,0.3522,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
208,0.3527,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0004
209,0.3529,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0001
210,0.3532,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
211,0.3534,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
212,0.3537,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
213,0.354,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
214,0.3542,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
215,0.3545,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
216,0.3547,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
217,0.3549,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
218,0.3552,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
219,0.3554,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
220,0.3557,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
221,0.356,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
222,0.3562,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
223,0.3565,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
224,0.3567,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
225,0.3569,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
226,0.3572,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
227,0.3574,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
228,0.3577,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
229,0.3579,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
230,0.3582,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
231,0.3584,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
232,0.3587,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
233,0.3589,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
234,0.3592,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
235,0.3594,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
236,0.3597,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
237,0.3599,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
238,0.3602,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
239,0.435,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
240,0.4366,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.001
241,0.4374,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0006
242,0.4377,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
243,0.438,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
244,0.4384,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
245,0.4387,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
246,0.439,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
247,0.4393,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
248,0.4396,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
249,0.4399,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
250,0.4402,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
251,0.4405,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
252,0.4408,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
253,0.4411,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
254,0.4414,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0002
255,0.442,0.017303568,0.067635296,0.330317824,0.377881488,1.061486592,0.0006
256,0.444,0.035162132,0.067635296,0.330317824,0.395740048,1.061486592,0.0018
257,0.4447,0.017860624,0.067635296,0.330317824,0.395740048,1.061486592,0.0006
258,0.4452,0.017860624,0.067635296,0.330317824,0.395756432,1.061486592,0.0004
259,0.4458,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0005
260,0.4463,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
261,0.4466,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
262,0.4471,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
263,0.4477,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
264,0.4482,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
265,0.4487,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
266,0.4491,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
267,0.4498,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0006
268,0.4503,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
269,0.451,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0007
270,0.4514,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
271,0.4517,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
272,0.4519,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
273,0.4522,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
274,0.4525,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
275,0.4527,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
276,0.453,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
277,0.4532,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
278,0.4536,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
279,0.4539,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
280,0.4542,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
281,0.4545,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
282,0.4548,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
283,0.4551,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
284,0.4554,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
285,0.4557,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
286,0.456,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
287,0.4562,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
288,0.4566,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
289,0.4569,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
290,0.4572,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
291,0.4575,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
292,0.4578,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
293,0.4581,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0003
294,0.4584,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
295,0.4587,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
296,0.459,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
297,0.4593,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
298,0.4597,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
299,0.5503,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0002
300,0.5517,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0009
301,0.5523,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0005
302,0.5529,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0005
303,0.5535,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0005
304,0.554,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
305,0.5545,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
306,0.5549,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
307,0.5554,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
308,0.5558,0.017860624,0.067635296,0.330334208,0.395756432,1.061486592,0.0004
309,0.5564,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0005
310,0.5569,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
311,0.5574,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0005
312,0.5579,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
313,0.5584,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
314,0.5588,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
315,0.5593,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
316,0.5598,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
317,0.5602,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
318,0.5606,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0003
319,0.5611,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
320,0.5616,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
321,0.562,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
322,0.5625,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
323,0.5629,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
324,0.5634,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
325,0.564,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0005
326,0.5644,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
327,0.5649,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
328,0.5653,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
329,0.5659,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0005
330,0.5664,0.017860624,0.067635296,0.330350592,0.395772816,1.061486592,0.0004
